noft_ocrn_dt,crtr_ymd,noft_se_cd,noft_se_nm,noft_ttl,noft_cn,nonstop_yn,upbdnb_se,xcse_sitn_bgng_dt,xcse_sitn_end_dt,line_nm_lst,stn_sctn_cd_lst,event_tags,primary_tag,primary_tag_ko,crowd_relevance,has_protest_kw,has_nonstop_kw,has_event_kw
2022-02-16T08:08:36,20220216,5,단순지연,전국장애인차별철폐연대 시위로 인한 5호선 열차지연,"서울교통공사에서 알려드립니다.
현재 5호선 일부 구간에서 전국장애인차별철폐연대 시위가 진행되고 있습니다.
이에 따라 5호선 해당구간 열차운행이 지연되고 있사오니 참고하시어 열차를 이용하여 주시기 바랍니다. 02-16 08:06:55",N,,,,5호선,,protest,protest,시위·집회,medium,true,false,false
2022-02-16T08:46:44,20220216,6,기타,전국장애인차별철폐연대 4호선 및 5호선 열차시위 종료,"전국장애인차별철폐연대 4,5호선 열차시위는 08:44부로 종료되었습니다. 
열차이용에 참고하시기 바랍니다.
-서울교통공사 종합관제단-  02-16 08:45:03",N,,,,"4호선, 5호선",,protest,protest,시위·집회,medium,true,false,false
2022-02-21T08:12:14,20220221,5,단순지연,전국장애인차별철폐연대 시위로 인한 3호선 열차지연,"서울교통공사에서 알려드립니다.
현재 3호선 일부 구간에서 전국장애인차별철폐연대 시위가 진행되고 있습니다.
이에 따라 3호선 해당구간 열차운행이 지연되고 있사오니 참고하시어 열차를 이용하여 주시기 바랍니다. 02-21 08:10:30",N,,,,3호선,,protest,protest,시위·집회,medium,true,false,false
2022-02-21T09:04:06,20220221,6,기타,전국장애인차별철폐연대 3호선 및 4호선 열차시위 종료,"전국장애인차별철폐연대 3, 4호선 열차시위는 09:01부로 종료되었습니다. 
열차이용에 참고하시기 바랍니다.
-서울교통공사 종합관제단-   02-21 09:02:22",N,,,,"3호선, 4호선",,protest,protest,시위·집회,medium,true,false,false
2022-02-22T15:50:01,20220222,5,단순지연,'장애인권리예산요구 지하철 캠페인'으로 인한 열차지연,"지금 현재 2호선 내, 외선 구간에서
「전국장애인차별철폐연대」의 '장애인권리예산요구 지하철 캠페인'의
열차운행 방해시위가 진행되고 있습니다.
이에 따라 2호선 열차운행이 지연될 수 있으니
이점 참고하시어 열차를 이용하여 주시기 바랍니다.
-서울교통공사 종합관제단- 02-22 15:48:17",N,"내선, 외선",,,2호선,,protest,protest,시위·집회,medium,true,false,false
2022-02-22T16:02:56,20220222,5,단순지연,전국장애인차별철폐연대 지하철 타기 시위로 열차지연,"지금 현재 2호선 내선 구간에서
「전국장애인차별철폐연대」 지하철 타기 시위로
2호선 열차운행이 지연되고 있으니
이점 참고하여 열차를 이용하여 주시기 바랍니다.
-서울교통공사 종합관제단- 02-22 16:01:11",N,내선,,,2호선,,protest,protest,시위·집회,medium,true,false,false
2022-02-22T16:25:11,20220222,5,단순지연,전국장애인차별철폐연대 지하철 타기 시위로 열차지연,"현재 5호선 도심 구간에서
「전국장애인차별철폐연대」 지하철 타기 시위로
5호선 열차운행이 지연되고 있으니
이점 참고하여 열차를 이용하여 주시기 바랍니다.
-서울교통공사 종합관제단- 02-22 16:01:11 02-22 16:23:26",N,,,,5호선,,protest,protest,시위·집회,medium,true,false,false
2022-02-22T18:01:37,20220222,5,단순지연,전국장애인차별철폐연대 지하철 타기 시위로 열차지연,"현재 5호선 도심 구간에서
「전국장애인차별철폐연대」 지하철 타기 시위로
5호선 열차운행이 지연되고 있으니
이점 참고하여 열차를 이용하여 주시기 바랍니다.
-서울교통공사 종합관제단 02-22 17:59:53",N,,,,5호선,,protest,protest,시위·집회,medium,true,false,false
2022-02-22T19:55:03,20220222,6,기타,"전국장애인차별철폐연대 2, 5호선 열차시위 종료","전국장애인차별철폐연대 2, 5호선 열차시위는 19:15부로 종료되었습니다. 
열차이용에 참고하시기 바랍니다.
-서울교통공사 종합관제단- 02-22 19:53:19",N,,,,"2호선, 5호선",,protest,protest,시위·집회,medium,true,false,false
2022-02-26T18:02:33,20220226,1,화재,1호선 시청역 연기발생 운행중지,"고객여러분께 안내말씀 드립니다.
현재 1호선 시청역 연기 발생으로 인해 1호선 시청역 상, 하선 운행이 중단되고 있습니다.
열차 이용에 참고하시기 바랍니다.
열차 이용에 불편을 드려 대단히 죄송합니다.
-서울교통공사 종합관제단 02-26 18:00:46",Y,"상행, 하행",,,1호선,0151,nonstop,nonstop,무정차,medium,false,false,false
2022-03-24T08:36:09,20220324,5,단순지연,전국장애인차별철폐연대 시위로 인한 3호선 열차지연,"서울교통공사에서 알려드립니다.
현재 3호선 일부 구간에서 전국장애인차별철폐연대 시위가 진행되고 있습니다.
이에 따라 3호선 해당구간 열차운행이 지연되고 있사오니 참고하시어 열차를 이용하여 주시기 바랍니다. 03-24 08:34:09",N,,,,3호선,,protest,protest,시위·집회,medium,true,false,false
2022-03-24T15:50:07,20220324,5,단순지연,전국장애인차별철폐연대 시위로 인한 2호선 및 4호선 열차지연,"서울교통공사에서 알려드립니다.
현재 2호선 및 4호선에서 장애인단체의“지하철 타기 선전전”이 진행되고 있습니다.
이에 따라 2호선 및 4호선 열차운행이 다소 지연되고 있으니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 03-24 15:48:07",N,,,,"2호선, 4호선",,protest,protest,시위·집회,medium,true,false,false
2022-03-24T18:01:26,20220324,5,단순지연,전국장애인차별철폐연대 시위로 인한 2호선 및 4호선 열차지연,"서울교통공사에서 알려드립니다.
2호선 및 4호선에서 전국장애인차별철폐연대의 지하철 타기 시위로 인해 2호선 및 4호선 열차운행이 지연되고 있으니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 03-24 17:59:26",N,,,,"2호선, 4호선",,protest,protest,시위·집회,medium,true,false,false
2022-03-24T18:46:41,20220324,5,단순지연,"전국장애인차별철폐연대 시위로 인한 2호선, 3호선, 4호선 열차지연","서울교통공사에서 알려드립니다.
2호선, 3호선, 4호선에서 전국장애인차별철폐연대의 지하철 타기 시위로 인해 2호선, 3호선, 4호선 열차운행이 지연되고 있으니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 03-24 18:44:41",N,,,,"2호선, 3호선, 4호선",,protest,protest,시위·집회,medium,true,false,false
2022-03-25T06:17:11,20220325,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
금일 오전 3호선 경복궁역 인근에서 전국장애인차별철폐연대의 장애인권리예산요구 집회 시위가 있을 예정입니다.
이로 인해 장애인 이용에 따른 3호선 및 4호선 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다. 03-25 06:15:11",N,,,,"3호선, 4호선",0317,protest,protest,시위·집회,medium,true,false,false
2022-03-25T07:45:41,20220325,5,단순지연,전국장애인차별철폐연대 시위로 인한 3호선 및 4호선 열차지연,"서울교통공사에서 알려드립니다.
현재 3호선 및 4호선에서 전국장애인차별철폐연대의 지하철 타기 시위가 진행되고 있습니다.
이로 인해 3호선 및 4호선 열차운행이 지연되고 있으니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 03-25 07:43:40",N,,,,"3호선, 4호선",,protest,protest,시위·집회,medium,true,false,false
2022-03-25T09:51:22,20220325,6,기타,전국장애인차별철폐연대 시위 종료안내,"서울교통공사에서 알려드립니다.
금일 오전 3호선 및 4호선에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 09:41부로 종료되었으나,
시위 여파로 인하여 3호선 및 4호선 열차운행이 지연되고 있으니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 03-25 09:49:21",N,,,,"3호선, 4호선",,protest,protest,시위·집회,medium,true,false,false
2022-03-25T20:31:02,20220325,6,기타,3호선 옥수역 열차 무정차 통과,"3호선 옥수역 지상2층 창고에서 연무 발생으로 상,하선 열차 무정차 통과 중 입니다.
열차 이용에 참고하시기 바랍니다. 03-25 20:29:01",Y,"상행, 하행",,,3호선,0325,nonstop,nonstop,무정차,medium,false,true,false
2022-03-28T08:29:31,20220328,5,단순지연,전국장애인차별철폐연대 시위로 인한 3호선 열차지연,"서울교통공사에서 알려드립니다.
현재 3호선에서 전국장애인차별철폐연대의 지하철 타기 시위가 진행되고 있습니다.
이로 인해 3호선 열차운행이 상당시간 지연될 수 있으니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 03-28 08:27:29",N,,,,3호선,,protest,protest,시위·집회,medium,true,false,false
2022-03-28T08:50:43,20220328,5,단순지연,전국장애인차별철폐연대 시위로 인한 4호선 열차지연,"서울교통공사에서 알려드립니다.
현재 4호선에서 전국장애인차별철폐연대의 지하철 타기 시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 03-28 08:48:41",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-03-28T09:24:03,20220328,6,기타,전국장애인차별철폐연대 시위 종료안내,"서울교통공사에서 알려드립니다.
금일 오전 3호선 및 4호선에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 09:13부로 종료되었으나,
시위 여파로 인하여 3호선 및 4호선 열차운행이 지연되고 있으니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 03-28 09:22:01",N,,,,"3호선, 4호선",,protest,protest,시위·집회,medium,true,false,false
2022-03-29T13:20:03,20220329,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
3.29.(화) 14:00부터 2호선 시청역 환승통로에서 [420 장애인차별철폐공동투쟁단]의 '장애인권리예산확보'를 위한 출범식이 있을 예정입니다.
이에 따라 1, 2호선 해당구간 열차운행이 다소 지연될 수 있사오니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 03-29 13:18:00",N,,,,"1호선, 2호선","0151, 0201",protest,protest,시위·집회,medium,true,false,false
2022-04-11T13:42:35,20220411,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 오후 2시부터 시청(2)역에서 전국장애인차별철폐연대의 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다. 04-11 13:40:25",N,,,,,,protest,protest,시위·집회,medium,true,false,false
2022-04-11T14:48:44,20220411,5,단순지연,전국장애인차별철폐연대 시위로 인한 2호선 열차지연,"서울교통공사에서 알려드립니다.
현재 2호선에서 전국장애인차별철폐연대의 열차운행 방해시위가 진행되고 있습니다.
이로 인해 2호선 열차운행이 상당시간 지연될 수 있으니 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 04-11 14:46:34",N,,,,2호선,,protest,protest,시위·집회,medium,true,false,false
2022-04-11T14:53:24,20220411,6,기타,전국장애인차별철폐연대 시위관련 열차운행 안내,"서울교통공사에서 알려드립니다.
지금 현재 시청(2)역에서 전국장애인차별철폐연대의 지하철 타기 선전전이 진행되고 있습니다.
이로 인해 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다. 04-11 14:51:14",N,,,,,,protest,protest,시위·집회,medium,true,false,false
2022-04-11T16:24:13,20220411,6,기타,전국장애인차별철폐연대 시위 종료안내,"서울교통공사에서 알려드립니다.
금일 2호선에서 진행된 전국장애인차별철폐연대의 지하철 타기 선전전은 16:11부로 종료되어
지금은 열차가 정상운행되고 있습니다.
전국장애인차별철폐연대의 열차운행 방해시위로 불편을 드려 대단히 죄송합니다. 04-11 16:22:04",N,,,,2호선,,protest,protest,시위·집회,medium,true,false,false
2022-04-12T18:27:17,20220412,6,기타,민주노총 집회 사전안내,"서울교통공사에서 알려드립니다.
내일(4.13.수) 15시경에 서울 도심에서 민주노총 집회가 진행될 예정입니다.
이에 따라 도심 주요역(광화문역 등)에 혼잡이 예상되오니
열차 이용에 참고하시기 바랍니다. 04-12 18:25:07",N,,,,,,protest,protest,시위·집회,medium,true,false,false
2022-04-13T13:26:01,20220413,6,기타,도심 민주노총 집회 사전 안내,"서울교통공사에서 알려드립니다.
금일(4.13.수) 15시경에 서울 도심에서 민주노총 집회가 진행될 예정입니다.
이에 따라 도심 주요역(광화문역 등)에 혼잡이 예상되오니
열차 이용에 참고하시기 바랍니다. 04-13 13:23:51",N,,,,,,protest,protest,시위·집회,medium,true,false,false
2022-04-13T16:34:35,20220413,6,기타,민주노총 집회종료,4월 13일 수요일 16시 30분 서울 도심 민주노총 집회가 종료되었습니다. 04-13 16:32:24,N,,,,,,protest,protest,시위·집회,medium,true,false,false
2022-04-20T20:17:04,20220420,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
4.21.(목) 07:00~09:00까지 2호선 ,3호선, 4호선 일부구간에서
 전국장애인차별철폐연대의 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다 04-20 20:14:49",N,,,,"2호선, 3호선, 4호선",,protest,protest,시위·집회,medium,true,false,false
2022-04-20T21:32:49,20220420,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
4.21.(목) 출근시간대 07:00~09:00에 2호선 ,3호선, 5호선 일부구간에서
전국장애인차별철폐연대의 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다  04-20 21:30:35",N,,,,"2호선, 3호선, 5호선",,protest,protest,시위·집회,medium,true,false,false
2022-04-21T07:19:48,20220421,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
4.21.(목) 출근시간대 07:00~09:00에 2호선 ,3호선, 5호선 일부구간에서
전국장애인차별철폐연대의 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다  04-21 07:17:34",N,,,,"2호선, 3호선, 5호선",,protest,protest,시위·집회,medium,true,false,false
2022-04-21T09:39:23,20220421,6,기타,"전국장애인차별철폐연대 2,3호선 열차시위 종료","서울교통공사에서 알려드립니다.
금일 2,3호선에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 09:27부로 종료 되었으나
일부 열차 순연 운행 중 입니다.
전국장애인차별철폐연대의 열차운행 방해시위로 불편을 드려 대단히 죄송합니다. 04-21 09:37:08",N,,,,"2호선, 3호선",,protest,protest,시위·집회,medium,true,false,false
2022-04-21T17:01:50,20220421,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
4.22.(금) 출근 시간대 2호선 ,3호선, 4호선, 5호선 등 일부 구간에서
전국장애인차별철폐연대의 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다 04-21 16:59:36",N,,,,"2호선, 3호선, 4호선, 5호선",,protest,protest,시위·집회,medium,true,false,false
2022-04-22T07:03:55,20220422,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
금일 오전 출근 시간대 3호선 등 일부 구간에서
전국장애인차별철폐연대의 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다. 04-22 07:01:40",N,,,,3호선,,protest,protest,시위·집회,medium,true,false,false
2022-04-22T09:29:39,20220422,5,단순지연,장애인차별철폐연대 시위로 인한 3호선 열차지연,"서울교통공사에서 알려드립니다.
지금 현재 3호선 경복경역 등 일부구간에서 장애인차별철폐연대의 열차 운행방해 시위가 진행되고 있습니다.
이에 따라 3호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하시어 열차를 이용하여 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화 될 수 있도록 최선을 다하겠습니다. 04-22 09:27:24",N,,,,3호선,,protest,protest,시위·집회,medium,true,false,false
2022-04-22T09:30:44,20220422,5,단순지연,장애인차별철폐연대 시위로 인한 3호선 열차지연,"서울교통공사에서 알려드립니다.
지금 현재 3호선 경복궁역 등 일부구간에서 장애인차별철폐연대의 열차 운행방해 시위가 진행되고 있습니다.
이에 따라 3호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하시어 열차를 이용하여 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화 될 수 있도록 최선을 다하겠습니다. 04-22 09:28:29",N,,,,3호선,0317,protest,protest,시위·집회,medium,true,false,false
2022-04-22T10:09:05,20220422,6,기타,전국장애인차별철폐연대 3호선 열차시위 종료,"서울교통공사에서 알려드립니다.
금일 3호선에서 경복궁역, 동대입구역에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 10:00부로 종료 되었으나
일부 열차 순연 운행 중 입니다.
전국장애인차별철폐연대의 지하철 타기 시위로 불편을 드려 대단히 죄송합니다.  04-22 10:06:50",N,,,,3호선,"0317, 0322",protest,protest,시위·집회,medium,true,false,false
2022-04-22T10:15:21,20220422,6,기타,3호선 전국장애인차별철폐연대 시위 종료,"서울교통공사에서 알려드립니다.
금일 3호선에서 경복궁역, 동대입구역에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 10:00부로 종료되었으나 일부열차 순행 운행 중입니다.
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다.  04-22 10:13:06",N,,,,3호선,"0317, 0322",protest,protest,시위·집회,medium,true,false,false
2022-04-25T19:14:23,20220425,6,기타,내일(4.26.화) 버스파업 예정관련,"서울교통공사 지하철을 이용하시는 고객 여러분께 알려드립니다
내일(4.26.화) 버스파업이 예정되어 있습니다 지하철 혼잡이 예상되오니 지하철 이용에 참고하시기 바랍니다. 04-25 19:12:06",N,,,,,,strike,strike,파업·준법투쟁,medium,false,false,false
2022-05-03T05:09:50,20220503,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
금일 08시부터 3호선 및 4호선에서 전국장애인차별철폐연대의 장애인 권리예산 확보를 위한 출근길 지하철 타기 시위가 있을 
예정입니다. 이에 따라 3호선 및 4호선 해당구간 열차운행이 다소 지연될 수 있사오니 이점 참고하시어 열차를 이용하여 주시기 
바랍니다.  05-03 05:07:29",N,,,,"3호선, 4호선",,protest,protest,시위·집회,medium,true,false,false
2022-05-03T07:21:46,20220503,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
금일 08시부터 3호선 및 4호선에서 전국장애인차별철폐연대의 장애인 권리예산 확보를 위한 출근길 지하철 타기 시위가 있을 
예정입니다. 이에 따라 3호선 및 4호선 해당구간 열차운행이 다소 지연될 수 있사오니 이점 참고하시어 열차를 이용하여 주시기 
바랍니다.  05-03 07:19:25",N,,,,"3호선, 4호선",,protest,protest,시위·집회,medium,true,false,false
2022-05-03T09:08:26,20220503,5,단순지연,장애인차별철폐연대 시위로 인한 3호선 열차지연,"서울교통공사에서 알려드립니다.
지금 현재 3호선 경복궁역 등 일부구간에서 장애인차별철폐연대의 열차 운행방해 시위가 진행되고 있습니다.
이에 따라 3호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하시어 열차를 이용하여 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화 될 수 있도록 최선을 다하겠습니다.  05-03 09:06:05",N,,,,3호선,0317,protest,protest,시위·집회,medium,true,false,false
2022-05-03T10:06:17,20220503,6,기타,전국장애인차별철폐연대 3호선 열차시위 종료,"서울교통공사에서 알려드립니다.
금일 3호선 경복궁 및 동대입구역에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 09:59부로 종료되었으나 일부열차 순연 운행 중입니다.
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 05-03 10:03:57",N,,,,3호선,0322,protest,protest,시위·집회,medium,true,false,false
2022-05-04T06:02:33,20220504,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
금일 08시부터 3호선에서「전국장애인차별철폐연대」의 장애인 권리예산 확보를 위한 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 3호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다. 05-04 06:00:12",N,,,,3호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-04T08:45:32,20220504,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 3호선에서「전국장애인차별철폐연대」의 장애인 권리예산 확보를 위한 지하철 타기 선전전이 진행되고 있습니다.
이로 인해 3호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다. 05-04 08:43:11",N,,,,3호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-04T09:32:43,20220504,6,기타,전국장애인차별철폐연대 3호선 열차시위 종료,"서울교통공사에서 알려드립니다.
금일 3호선 경복궁 및 동대입구역에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 09:21부로 종료되었으나 일부열차 순연 운행 중입니다.
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 05-04 09:30:22",N,,,,3호선,0322,protest,protest,시위·집회,medium,true,false,false
2022-05-06T07:44:43,20220506,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5.6.(금) 08시부터 4호선에서 전국장애인차별철폐연대의 '장애인 권리예산 확보'를 위한 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다. 05-06 07:42:21",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-06T08:54:39,20220506,6,기타,지하철타기 진행시(전국장애인차별철폐연대 시위 안내),"서울교통공사에서 알려드립니다.
현재 4호선에서 전국장애인차별철폐연대의 지하철 타기 선전전이 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 05-06 08:52:17",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-06T09:33:29,20220506,6,기타,전국장애인차별철폐연대 4호선 열차시위 종료,"서울교통공사에서 알려드립니다.
금일 4호선 삼각지역 및 혜화역에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 09:25부로 종료되었으나 일부열차 순연 운행 중입니다.
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 05-06 09:31:06",N,,,,4호선,"0428, 0420",protest,protest,시위·집회,medium,true,false,false
2022-05-09T09:01:41,20220509,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서 전국장애인차별철폐연대의 지하철 타기 선전전이 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 05-09 08:59:17",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-09T10:02:29,20220509,6,기타,전국장애인차별철폐연대 열차시위 종료,"서울교통공사에서 알려드립니다.
4호선에서 진행된 '전국장애인차별철폐연대'의 승하차 열차운행 방해 불법시위가 종료되어
지금은 열차가 정상운행되고 있습니다.
'전국장애인차별철폐연대'의 열차운행 방해 불법시위로 불편을 드려 대단히 죄송합니다. 05-09 10:00:05",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-10T06:02:40,20220510,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5.10.(화) 08시부터 5호선 광화문역에서 여의도역 구간까지 [전국장애인차별철폐연대]의 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 5호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다. 05-10 06:00:16",N,,,,5호선,"2534, 2527",protest,protest,시위·집회,medium,true,false,false
2022-05-10T07:02:05,20220510,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5.10.(화) 08시부터 5호선 광화문역에서 여의도역 구간까지 [전국장애인차별철폐연대]의 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 5호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다. 05-10 06:59:40",N,,,,5호선,"2534, 2527",protest,protest,시위·집회,medium,true,false,false
2022-05-10T09:13:17,20220510,6,기타,전국장애인차별철폐연대 열차 시위 안내,"서울교통공사에서 알려드립니다.
현재 5호선에서 [전국장애인차별철폐연대]의 열차운행 방해 불법시위가 진행되고 있습니다.
이로 인해 5호선 열차운행이 지연될 수 있으니 이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 05-10 09:10:53",N,,,,5호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-10T09:37:38,20220510,6,기타,전국장애인차별철폐연대 열차시위 종료,"서울교통공사에서 알려드립니다.
5호선에서 진행된 [전국장애인차별철폐연대]의 승하차 열차운행 방해 불법시위가 종료되어 지금은 열차가 정상운행되고 있습니다. [전국장애인차별철폐연대]의 열차운행 방해 불법시위로 불편을 드려 대단히 죄송합니다.
 05-10 09:35:13",N,,,,5호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-11T05:53:31,20220511,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월11일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 05-11 05:51:06",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-11T07:19:20,20220511,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월11일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 05-11 07:16:55",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-11T08:54:39,20220511,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서 「전국장애인차별철폐연대」의 지하철 타기 선전전이 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으니
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 05-11 08:52:14",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-12T06:00:00,20220512,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월12일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 05-12 06:00:00",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
