noft_ocrn_dt,crtr_ymd,noft_se_cd,noft_se_nm,noft_ttl,noft_cn,nonstop_yn,upbdnb_se,xcse_sitn_bgng_dt,xcse_sitn_end_dt,line_nm_lst,stn_sctn_cd_lst,event_tags,primary_tag,primary_tag_ko,crowd_relevance,has_protest_kw,has_nonstop_kw,has_event_kw
2023-12-15T06:35:25,20231215,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다.  12-15 06:35:25",Y,,2023-12-15T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-12-15T10:05:54,20231215,6,기타,8호선 복정역 변전소 CO2 방출로 무정차 통과,09:28경 8호선 복정역 변전소 CO2 분출로 상하선 열차 무정차 통과 중에 있습니다. 열차 이용에 참고하시기 바랍니다. 12-15 10:05:54,Y,"상행, 하행",,,8호선,2821,nonstop,nonstop,무정차,medium,false,true,false
2023-12-15T10:31:45,20231215,6,기타,8호선 복정역 열차 정상운행,09:28경 8호선 복정역 변전소 CO2 분출로 발생한 상하선 열차 무정차 통과는 10:28경 조치완료되어 현재 정상운행 중에 있습니다. 열차 이용에 참고하시기 바랍니다. 12-15 10:31:45,Y,"상행, 하행",,2023-12-15T10:28:00,8호선,2821,nonstop,nonstop,무정차,medium,false,true,false
2023-12-18T06:03:04,20231218,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-18 06:03:04",Y,,2023-12-18T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-12-18T13:12:20,20231218,6,기타,6호선 마포구청역 무정차 통과,금일 13:04부터 6호선 마포구청역 승강장 타는 냄새 발생으로 안전을 위해 마포구청역 상하선 무정차 통과 중입니다. 12-18 13:12:20,Y,"상행, 하행",,,6호선,2621,nonstop,nonstop,무정차,medium,false,true,false
2023-12-18T13:25:17,20231218,6,기타,6호선 마포구청역 무정차 통과 종료,금일 13:22부로 6호선 마포구청역 무정차 통과는 종료되어 열차 정상운행 중입니다. 열차 이용에 참고하시기 바랍니다. 12-18 13:25:17,Y,,,2023-12-18T13:22:00,6호선,2621,nonstop,nonstop,무정차,medium,false,true,false
2023-12-19T06:00:37,20231219,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다d. 12-19 06:00:37",Y,,2023-12-19T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-12-20T06:34:17,20231220,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-20 06:34:17",Y,,2023-12-20T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-12-21T06:00:00,20231221,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-21 06:00:00",Y,,2023-12-21T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-12-22T06:16:09,20231222,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-22 06:16:09",Y,,2023-12-22T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-12-26T06:22:24,20231226,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-26 06:22:24",Y,,2023-12-26T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-12-31T08:00:00,20231231,6,기타,2023 제야의종 타종행사 안내,"서울교통공사에서 알려드립니다.
12월 31일 보신각과 광화문에서 2023 제야의종 타종행사가 예정되어 있습니다.
종각역은 매우 혼잡하니 고객님께서는 가급적 종로3가, 을지로입구 등 인근역을 이용하여 주시기 바랍니다.
종각역은 안전을 위하여 무정차 통과할 수 있습니다.
감사합니다. 12-31 08:00:00",Y,,2023-12-31T08:00:00,,,,nonstop;special_event,special_event,특별행사,high,false,true,true
2023-12-31T22:49:28,20231231,6,기타,2023 제야의종 타종행사 무정차통과 안내,"서울교통공사에서 알려드립니다.
2023 제야의종 타종행사가 열리는 1호선 종각역 역사가 혼잡한 관계로
금일 23시부터 익일 01시까지 무정차 통과하오니
종각역을 이용하실 고객께서는 인근 종로3가역이나 을지로입구역을 이용하시기 바랍니다.
감사합니다. 12-31 22:49:28",Y,,,,1호선,,nonstop;special_event,special_event,특별행사,high,false,true,true
2024-01-01T00:59:10,20240101,6,기타,2023 제야의종 타종행사 무정차통과 종료 안내,"서울교통공사에서 알려드립니다.
2023 제야의종 타종행사로 인한 1호선 종각역 무정차통과는
금일 01시부로 종료되어 열차 정상운행합니다.
열차 이용에 참고하시기 바랍니다. 01-01 00:59:10",Y,,,2024-01-01T01:00:00,1호선,0152,nonstop;special_event,special_event,특별행사,high,false,true,true
2024-01-02T08:11:48,20240102,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 01-02 08:11:48",Y,,2024-01-02T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-01-03T07:29:32,20240103,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 01-03 07:29:32",Y,,2024-01-03T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-01-04T06:21:54,20240104,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 01-04 06:21:54",Y,,2024-01-04T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-01-08T06:00:00,20240108,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 01-08 06:00:00",Y,,2024-01-08T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-01-10T06:36:42,20240110,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 01-10 06:36:42",Y,,2024-01-10T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-01-11T07:39:36,20240111,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 01-11 07:39:36",Y,,2024-01-11T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-01-15T06:47:32,20240115,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 01-15 06:47:32",Y,,2024-01-15T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-01-16T06:40:24,20240116,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다.  01-16 06:40:24",Y,,2024-01-16T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-01-19T06:35:08,20240119,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 01-19 06:35:08",Y,,2024-01-19T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-01-22T06:55:15,20240122,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 01-22 06:55:15",Y,,2024-01-22T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-01-23T07:01:03,20240123,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 01-23 07:01:03",Y,,2024-01-23T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-01-31T07:16:06,20240131,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 01-31 07:16:06",Y,,2024-01-31T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-02-06T06:00:59,20240206,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 1호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다.  02-06 06:00:59",Y,,2024-02-06T08:00:00,,1호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-02-08T06:36:58,20240208,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 1호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 02-08 06:36:58",Y,,2024-02-08T08:00:00,,1호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-02-16T06:59:44,20240216,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다.  02-16 06:59:44",Y,,2024-02-16T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-02-17T09:59:11,20240217,6,기타,1호선(경원선) 동두천~연천역 간 운행중단 알림,"서울교통공사에서 알려드립니다.
1호선(경원선) 전차선 정전 여파로 인해 동두천~연천역 간 열차 운행이 중단되었습니다.
복구완료 시 까지 동두천~연천역 간 셔틀버스 운행중입니다.
셔틀버스 이용관련 문의는 코레일 고객센터(1544-7788) 또는 해당역 고객지원실로 문의부탁드립니다. 02-17 09:59:11",Y,,,,1호선,"1915, 1916, 1917, 1918, 1919",nonstop,nonstop,무정차,medium,false,false,false
2024-02-20T06:39:56,20240220,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 
이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,
상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 02-20 06:39:56",Y,,2024-02-20T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-02-24T12:07:08,20240224,6,기타,1호선(경원선) 동두천~연천역 간 운행 재개 예정,"서울교통공사에서 알려드립니다.
1호선(경원선) 전차선 정전 여파로 인해 동두천~연천역 간 열차 운행이 중단중이며
금일 서울역 상선 연천행 14:41분부터 운행재개 예정입니다
복구완료 시 까지 동두천~연천역 간 셔틀버스 운행중입니다.
셔틀버스 이용관련 문의는 코레일 고객센터(1544-7788) 또는 해당역 고객지원실로 문의부탁드립니다. 02-24 12:07:08",Y,상행,,,1호선,"1915, 1916, 1917, 1918, 1919",nonstop,nonstop,무정차,medium,false,false,false
2024-02-29T06:01:47,20240229,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다
금일 08시부터 1호선에서 「특정장애인단체」의  시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당 구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 감사합니다. 02-29 06:01:47",Y,,2024-02-29T08:00:00,,1호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-02-29T08:45:57,20240229,6,기타,특정 장애인단체 시위 안내,"서울교통공사에서 알려드립니다.
현재 1호선에서  「특정장애인단체」의 지하철 타기 시위가 진행되고 있습니다.
이로 인해 1호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 02-29 08:45:57",Y,,2024-02-29T08:45:57,,1호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-03-26T07:29:54,20240326,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다
금일 08시부터 4호선에서 「특정장애인단체」의  시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당 구간 열차운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 03-26 07:29:54",Y,,2024-03-26T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-03-26T08:42:43,20240326,6,기타,특정 장애인단체 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서 「특정장애인단체」의 시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 03-26 08:42:43",Y,,2024-03-26T08:42:43,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-03-26T09:20:22,20240326,6,기타,특정 장애인단체 시위 종료,"서울교통공사에서 알려드립니다.
4호선에서 진행된 「특정장애인단체」 의 지하철 타기 시위는 종료되었습니다.
「특정장애인단체」의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다. 03-26 09:20:22",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2024-03-26T18:00:00,20240326,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다
내일 08시부터 2호선에서 「특정장애인단체」의  시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당 구간 열차운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다.  03-26 18:00:00",Y,,2024-03-27T08:00:00,,2호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-03-27T06:01:53,20240327,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
08시부터 2호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 03-27 06:01:53",Y,,2024-03-27T08:00:00,,2호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-03-27T07:49:50,20240327,6,기타,특정 장애인단체 시위 안내,"서울교통공사에서 알려드립니다.
현재 2호선에서 「특정장애인단체」의 시위가 진행되고 있습니다.
이로 인해 2호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 03-27 07:49:50",Y,,2024-03-27T07:49:50,,2호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-03-28T06:51:31,20240328,6,기타,서울시내버스 파업 관련 연장운행 안내,"서울교통공사에서 알려드립니다.

버스업계 파업에 따라 금일부터 종착역 기준 02시까지 열차 운행을 연장합니다.

아울러 이용 고객이 증가하여 지하철 역사 및 열차 내부가 혼잡이 예상되오니

고객 여러분께서는 안전에 유의하여 질서있게 열차를 이용해 주시기 바랍니다.

감사합니다. 03-28 06:51:31",N,,,,,,crowd_ops;strike,strike,파업·준법투쟁,medium,false,false,false
2024-03-28T15:39:35,20240328,6,기타,서울 시내버스 파업 종료에 따른 열차 정상운행 안내,"서울교통공사에서 알려드립니다.

버스업계 파업이 오늘 15시부로 종료됨이 따라 연장운행이 취소되었습니다.

열차는 평일 시간표 기준 01시까지 정상 운행합니다.

고객 여러분께서는 이점 참고하여 열차를 이용해 주시기 바랍니다. 감사합니다.  03-28 15:39:35",N,,,,,,crowd_ops;strike,strike,파업·준법투쟁,medium,false,false,false
2024-04-06T09:00:00,20240406,6,기타,2024 서울 도심 봄꽃축제 안내,"서울교통공사에서 알려드립니다.
4월 6일~4월 7일 여의도, 석촌호수 일대에서 봄꽃축제가 예정되어 있습니다.
여의나루, 잠실역은 매우 혼잡이 예상되니 고객님께서는 가급적 인근 역을 이용하여 주시기 바랍니다.
감사합니다. 04-06 09:00:00",N,,,,,,special_event,special_event,특별행사,medium,false,false,true
2024-04-07T09:04:00,20240407,6,기타,2024 서울 도심 봄꽃축제 안내,"서울교통공사에서 알려드립니다.
오늘 여의도, 석촌호수 일대에서 봄꽃축제가 예정되어 있습니다.
여의나루, 잠실역은 매우 혼잡이 예상되니 고객님께서는 가급적 인근 역을 이용하여 주시기 바랍니다.
감사합니다. 04-07 09:04:00",N,,,,,,special_event,special_event,특별행사,medium,false,false,true
2024-04-08T07:35:46,20240408,6,기타,특정 장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
08시부터 2호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 04-08 07:35:46",Y,,2024-04-08T08:00:00,,2호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-04-19T06:58:10,20240419,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다.  04-19 06:58:10",Y,,2024-04-19T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-04-19T19:55:32,20240419,6,기타,특정 장애인단체 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서 「특정장애인단체」의 시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 04-19 19:55:32",Y,,2024-04-19T19:55:32,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-04-19T21:05:45,20240419,6,기타,특정장애인단체 불법시위 무정차통과 안내,"서울교통공사에서 알려드립니다.
현재 「특정장애인단체」의 열차운행 방해 시위로 인해 4호선 동대문 방면 열차는 혜화역을 무정차 통과하고 있습니다. 혜화역을 이용하실 고객께서는 인근 역에서 하차하여 다른 교통편을 이용하여 주시기 바랍니다. 「특정장애인단체」의 불법시위로 인한 열차 운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다.  04-19 21:05:45",Y,,,,4호선,0420,protest;nonstop,protest,시위·집회,high,true,true,false
2024-04-19T22:07:16,20240419,6,기타,특정장애인단체 불법시위 무정차통과 종료 안내,"서울교통공사에서 알려드립니다.
현재 「특정장애인단체」의 열차 운행방해 불법시위로 인한 4호선 동대문 방면 열차의 혜화역 무정차 통과는 종료되었습니다. 「특정장애인단체」의 시위로 인한 열차 운행이 신속히 정상화 될 수 있도록 최선을 다하겠습니다. 04-19 22:07:16",Y,,,2024-04-19T22:07:16,4호선,0420,protest;nonstop,protest,시위·집회,high,true,true,false
2024-04-20T07:00:00,20240420,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 04-20 07:00:00",Y,,2024-04-20T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-04-20T08:15:40,20240420,6,기타,특정 장애인단체 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서 「특정장애인단체」의 시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 04-20 08:15:40",Y,,2024-04-20T08:15:40,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-04-24T07:09:46,20240424,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 04-24 07:09:46",Y,,2024-04-24T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-05-01T08:39:06,20240501,6,기타,특정장애인단체 시위 안내,"서울교통공사에서 알려드립니다.
현재 5호선 광화문역에서 「특정장애인단체」의 시위가 진행되고 있습니다.
이로 인해 5호선 방화방면 열차운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 05-01 08:39:06",Y,,2024-05-01T08:39:06,,5호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-05-01T08:59:26,20240501,6,기타,특정장애인단체 시위 종료 안내,"서울교통공사에서 알려드립니다.
현재 5호선 광화문역 「특정장애인단체」의 시위는 종료되어 열차가 정상 운행되고 있습니다. 열차 이용에 참고하시기 바랍니다. 05-01 08:59:26",N,,,,5호선,2534,protest,protest,시위·집회,medium,true,false,false
2024-05-02T07:20:30,20240502,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 05-02 07:20:30",Y,,2024-05-02T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2024-05-14T06:01:16,20240514,6,기타,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 3호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 05-14 06:01:15",Y,,2024-05-14T08:00:00,,3호선,,protest;nonstop,protest,시위·집회,high,true,true,false
